text,afraid,angry,anxious,ashamed,awkward,bored,calm,confused,disgusted,excited,frustrated,happy,jealous,nostalgic,proud,sad,satisfied,surprised
i have parent teacher conferences for two of my children  one be excellent and be do really well and my oldest  be do well academically but be struggle in the classroom and socially  he receive a lot of help at school and at home  but nothing seem to be work ,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
i have one of my days do crowd source work  i have be do this five months and have recently hit ten thousand hit  so i have be very please with this work and yesterday pay off  i be very happy and elate  such a good emotional boost ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
i have not see my brother for almost five years although we talk on facebook daily  it just happen although he be only two hours away  plan visit have be cancel  i saw him a few time a month before our mom pass  yesterday  we meet for coffee as he be down here for work  i be so excite and happy to see him  i think we be back on track now  ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
i have my wisdom tooth extract yesterday  it be the first one i have have to experience  so i be incredibly anxious ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i have friends over which felt great but i also have some social anxiety about it ,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
i have dinner with my mother and sister  we have a lot of fun ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
i have be sick for about ten days and have not respond to treatment  so  i have to return to the doctor and seek a new direction in treatment ,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
i have an especially frustrate day at work yesterday and have to stay late to finish a project after the project file be corrupt and i lose a whole days work ,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
i have an amaze dinner with my family  everybody be in a great mood and share their news and what be go on in their live,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
i have alot of work,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
i have a very productive day today at work  and even pick up a new skill  which be nice  i be very busy for most of the day  with almost no lull  which make the day go by faster  i feel satisfy and accomplish  which be something that do not happen often these days  so at the end of the day  it be a good day ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
i have a very good sleep last night not as usual,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"i have a really good workout yesterday  i start almost everyday with ninety thousand, one hundred and twenty minutes of excercise  i have miss ten days this year  and yesterday be chest  shoulder  triceps and stair master  it be really hard and i make it through the entire thing  i be spend after and really like the workout ",0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
i have a really good dinner yesterday with my wife and my son  we be really able to relax and connect ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
i have a nice dinner with my wife yesterday  it be a good way to relax after a hard day at work  she always know how to make me feel love and appreciate ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
i have a medical appointment today  and be so relieve when all the test come back show that everything be good  no problems at all ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
i have a lot of work to get do yesterday and be quite apprehensive about whether i would be successful in complete it all  to my surprise and even with some interruptions  i be able to focus for a long period of time and get all my job do  i felt very satisfy and content when i leave the office ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
i have a lot go on at work and it all just start to come together really well  i get a lot of loose end tie up which help me feel like things be get better  i be calm and cool and manage to do each task efficiently  it really make me feel a sense of confidence and satisfaction know that things be go so well ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
i have a long conversation with my dad yesterday  it be interest and enjoyable ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
i have a great workout the other day  it make me feel extremely refresh ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
i have a great meal with friends,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
i have a great day with my family yesterday,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
i have a great day out with my friend jennifer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
i have a great day at work and find out that i be go to get a substantial raise in the new year  that be always good news and go to show that my hard work be pay off ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
i have a great breakfast today  it give me fuel for the day and taste amaze ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
i have a good time with my kid after school  we play chess  eat dinner  have dessert  and watch a movie together ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
i have a good selection of task yesterday  and they exceed my goals  in term of hours work and earn   know that the weather have turn cold and miserable  and that at the end of the week my work day s be go to be interrupt by other responsibilities  it be that much more satisfy that i could get more than the average amount of work accomplish yesterday  i be also able to concentrate onorganize some upcoming chores and personal project  especially some photography i want to accomplish  earn more money now put me at ease about miss some work time later this month when i pursue these type of personal project ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
i have a good day that i hop and pray for  yestday morning i pray to god that i want a good day and most of all a good profit to come out of my business  thank god for the answer prayer  i make some good deal yestday and today i be a bite richer than i be ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
i get to work out  it be hard  but satisfy  this be something that i have be deny myself and i finally be do it again  i be grateful and happy about it,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
i get to talk with my parent  they call to tell me good news that my cousin get marry and be have a baby  it be such a wonderful thing to hear ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
i get to spend time with my family today which be important to me ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
i get to spend time with my cousins rachael and emily  we be very close and we enjoy watch television show together  we have snack and laugh like there be no tomorrow  i love them so much,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
i get to spend the day with my wife  it be very refresh to enjoy each others company ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
i get to read the bible and my favorite book on the subject of christianity  it help me become more at peace and love towards myself and others ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
i get to put christmas light up with my wife and it be so fun ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
i get some rest that refresh me after a tire and bothersome day  so it be a nice step forward somewhat ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
i get in a good workout at the gym  despite my injure knee  i work out for almost an hour  i felt relax and good afterward  it be a good day ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
i find out yesterday that my relative have endometriosis cancer  somewhat  we have a feel about the result but it still make us sad and angry at the same time  she have the symptoms and when the doctor ask them to come earlier than the schedule appointment  we kind of get the clue  i hope she can be treat and heal ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
i find out yesterday i have a severe case of bronchitis  at first they think it be pneumonia until the xray come back negative  i already deal with out of control asthma every day of my life  i be confuse how i get sick  i be frustrate and upset,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
i find a recipe online and i make itsometimes my cook be not very good  but this time  it be excellent ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
i find a new pokemon game edit online and i modify it to suit my need  it be a nice time because i be able to figure out exactly what i want and a way to do it that circumvent my limitations in edit someone else s program ,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
i finally finish a hand bead bracelet that i have be try to learn for over a month  it make me feel great to have it do  it look really cute too ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
i felt very obligate,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
i felt very happy today because all the members of my family be together and we have a very good day eat dinner together and tell funny stories ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
i felt very good and happy about my family as i do everyday  i be very thankful for them ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
i felt very calm and relax yesterday while i be relax and read  it be a very nice thing and i like to do it everyday ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
i felt that we bond a lot yesterday and this be during our lovemaking session  truly felt like we have that spiritual connection that you only see in movies,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
i felt so satisfy yesterday  it be one of those days where you be really reassure in your love ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
i felt really happy and proud of myself for get up and work out  it make me feel accomplish ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
i felt it be very important and salient because i be very happy and i love my family very much  we go out to dinner and have a great time  i love spend time and laugh with my family ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
i felt it be just me and my time  i felt like it be so peaceful  the jog be great and it be refresh  there be no rule to follow at all when jog  it be relax ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
i felt happy  yesterday be a pretty important day ,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
i felt god wwith me all day yesterday  it make me feel very bless ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
i felt as if this be just a normal day but actually worse then normal  i have a lot of angry customers at work and i have less coworkers to help me ,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
i felt as if my morning walk make me feel very refresh and be vital to start my day off right ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
i felt a bite nervous because i have not work out in a while and i do not know if my body would be able to handle the stress i be about to put it through personally  that be my biggest fear ,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i feel that sometimes i can be at my best then i have days where i feel like i be nothing  it be something that bother me a lot,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i feel so happy when i come home and be able to see my daughter and wife  they be the most important thing to me and it be very salient ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
i feel safe eat and felt that i be satiate ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
i feel like we be really make good progress on our project at work and i be happy about that  everyone on the project team be motivate to get the job do and consider it important as well as relevant to our greater goals  everybody be contribute equally to its success and cooperate with each other  which mean it be run smoothly  i be proud to be part of this team and proud of the work we be do together ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
i feel bad because i do have a very bossy and strict boss,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i exercise yesterday as i would plan  go for a power walk and then lift weight after dinner  i felt proud about be commit to it and get it do  although i also find it challenge and dull  i really have to push myself to start  once i start it be not bad though  and now i want to keep do this and get in better and better shape ,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
i exercise to help strengthen my hips so the go back into alignment  i felt like i be make progress  i felt crack and pop in m neck while do the exercise  this be reassure ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
i exercise for the first time in a while yesterday  it be tough get back into it  but i felt satisfy by the end of it ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
i enjoy my yoga and relaxation  i be always glad when i do it  plus i walk to the beach  which be a treat ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
i enjoy my time with my boyfriend because it be our one year anniversary so we just spend a lot of time together and set up christmas decorations ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
i enjoy a great lunch with my father  we have a long talk and enjoy each other s company  i enjoy it very much ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
i enjoy my days go to the gym  i ride my bicycle five mile to get there  which be very relax  i have be go for many years and have quite a few people i be get to know  it be good to see them there ,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
