text,label
jeayese plus guy icetv really miss live,worry
itsjustme_nicki sorry go,worry
talk today oh godness problems problems problems love money math parent enough,surprise
neil pick show tailights heartless hit run,sadness
see jonas brothers 3d movie maze funny one else hahah tinyurlcommagcwo,fun
really want go school monday honest,happiness
work half hour get mri yay,relief
anyone know scale pic try change pic pics r two big n keep crop help,worry
withloverianeee hav bet get six pack thirtyfive days day three suck,neutral
oh need new work shoe break one,boredom
road test book r scar,worry
cashstwit maybe something wrong phone still work,worry
isacullen oh one explain much poor girl,worry
pfchangs direct message free lunch,fun
unlucky pant today lemonade earlier white russian middle dance floor,worry
big weekend final project due sunday night computer day night,sadness
sooo gooooood wood ranch bbq time dian deng pao,surprise
tooth bloody kill sure wait next week get fix,sadness
wizzlewolf say patchouli incense burn love patchouli dh stand none,neutral
lot reqs today fun,sadness
want get super pretty want cig,happiness
wolulcmit dubow finish mine part remarkably difficult cram kanji,relief
ashley tisdale mean cuz berlin 6th june go want start cryin right ashley pick,worry
race totally lose rip tinyurlcomlhgca8,empty
need go atl mainly go ikea stuff want available online,worry
andybarr go stick seem misplace remote extra bad tonight well,worry
_idance19 well yes lol chat earlier learn anything else,sadness
kjb6609 momentum work jeff hard time 42nd,worry
citizendave go awww,surprise
want go club dance ii12m tire anyways go work tomorrow,sadness
paganvixen kid tom bakerpeter davison much tear two tennant amaze miss,neutral
madly love row wish money,sadness
try get motivation make shop list make phone call want make ahhh procrastination rear head,enthusiasm
l2ichal2d give bitch cuz ill vegas actually,hate
feel like crap,sadness
spend entire morning meet w vendor boss happy w lot fun plan morning,worry
water horse movie totally make want go scotland want water horse lol,happiness
chelseasms sooo noticable depend look know ipod perfect,worry
casmonaco still stay want,surprise
never win raffle raffle dulce culture crawl win tie pocketsquare seven hundred handbag,surprise
heartnsolex3 hard go guy peicing person shoud change mine hard change,neutral
anyone want stop carl jr bring chicken club barely walk,worry
texting friends bore gosh hate rain,hate
think may find next apartment one downfall,worry
go plum final happy hour ja g finally close doors,neutral
dam wish celebs could frikken follow baaaaaaaaaaackkkkkkkk,neutral
jayo240 know use,worry
chrisettefan nm dang get bounce like four minutes chill usual,neutral
anniething1 read phone book hugh clancy hugh claments nope hugh clap poor holly though grab pity vote like shark,hate
pool fun without tim,sadness
omg something spooky twitter,surprise
thank timmy turn strep high fever,neutral
ugh suck,hate
bore must improve friday nyts lol,worry
3wordsaftersex start,neutral
new nylonmag,worry
itsbacker refuse get excite want let happen long june eleven twentyeight would die,worry
cassiefasho wish still love,sadness
sell,surprise
sad go show mcfly fan,sadness
hit streets forty hours live lexington homeless food bed problem facebook twitter pray us,enthusiasm
change plan nothing tonight,neutral
ohh tooth hurt ohh sad hurt,sadness
stackmack wish could wrap head around hopefully wake people saythink racism exist anymore,worry
class students go miss,neutral
corey_cochran hi corey saw reply 530pm long night come,neutral
miligosa fun like beach tend get really dark fast,love
annnnnaaaaa lol realise send message mean page exist,worry
alexxx gona miss today sad noooooooo,sadness
omg five days till 1st state exam,worry
shanedawson sadly live scotland though shane three,sadness
dlukasrossi lukas amaze wife update lock hard convince people follow protect profile,surprise
wish lay sand listen wave crash shore,sadness
chill tonite spew venom write funny seem like two style,love
gfalcone601 felt sorry people really harsh cos give 2nd chance,worry
today didt lunch cuz wel embarrass self school ok final test final year aaaaa thanx god four friends,relief
debsbooknook year,neutral
marvelvscapcom oops late,hate
dimepiecemag ahhh know sh love lol next issue come along loop sowwy,sadness
ego_assassin soooo sorry love kitties know much become part,sadness
yay good umm reggie perrin next oh care no1 watch bbc1 lol,love
try straighten hair eff hot also need food,sadness
steve_merchant agree teenage daughter spend money movie concert week,worry
shelf ikea fell wall damage seven thousand eight hundred ninetyfive worth least estimate,worry
evienyc aww suck sitatara_x3 eeek airline charge x_x,worry
foxxfiles 4get gina thomas iamdiddy things keep artist run corrections officer jersey,neutral
ugggh nice want work backup dancers,neutral
know see people love country could get closer,sadness
need dye hair see slight hint ginger,worry
stomach bleh,worry
ankualga get well soon,worry
go miss see everyone time,worry
want work tonight,sadness
barg post gmod birthday see,sadness
exactly prefer give money play outside house stupid internet connection always ruin instance wow,worry
maaaaaaaaajor headache gloomy outside go lounge today whoopiiiiii,fun
little upset stephanie bring brownies today,sadness
xlaau laura elle sen fou elle like french fan,worry
every time rain see least one ambulance,worry
asthma issue today bah,sadness
headache sad cupcake,worry
screen green start yesterday ahhh miss,surprise
friday every1 plan mom laser tag w friends haha brother sister dad r work mebfalone,sadness
jjanebb include getaway music fail,sadness
shaunarawrr_x butbutbuttt reply load,neutral
hard let go see cry,worry
happy tweet,worry
lunch depress seinors ball really sad,hate
itsthegrape rofl even keep insurance payments three hundred still like meh good thing apply day job pasy 2888mo,worry
tommcfly wish could si12o paulo show fortunately go brasilia one haha,happiness
toplessrobot even old dolls new ones look like sailor moon,love
brigwyn work mostly,neutral
ddlovato ya headin family vaca hope paparazzi leave alone,worry
man belive everything look good,worry
heidepaneer could probably get craig list list cry later,sadness
watch jon kate plus eight believe divorce,worry
last session day twitpiccom67ezh,fun
wojo4hitz marchingstars winkiedinkie erockett89 feel leave alone az lol,sadness
someone take care sick,worry
victoriax64 sorry,sadness
darrenruane hey funny stop get coffee way spill half car,neutral
produce six pieterbickford anchor sad goodbye miss lynne ashminov miss,sadness
santana maria maria wraith blipfm7a10a,worry
sulk home rain poor strategy watch sun shine desk robarts reference room,sadness
back gym checkin email go go watch old movie something little cool sit outside read,happiness
lasherdemon much would love hard make end meet job situations,relief
jtypeplus addictive biz could definately better folks slow get,neutral
believe architect plan tarblack promenade small town international prize everyone walk jog,surprise
sick daddy send prayer way,worry
laura go weekend miss already,love
leave utah today super sad face,sadness
kulpreetsingh good god fit swear word one hundred forty character,surprise
mleshock noooo poor se,worry
wish gm stock would turn around eighty cents share would buy know would something,empty
rip lil sis cousins babyfather jimmy aka gemstar,sadness
shabooty douchie lol hilarious man headache meet,sadness
pinkalici0us argh color jealous rain ask day still go away,worry
noobde read article buy ip necessary mean get developement team mean,neutral
jay leno last night jay miss,worry
people work stress,anger
twentyfive years leave dell okc last time geeky girl wait cry get car love,love
goin work,neutral
tommcfly write song without guitar think could look something,love
sittin bore ass conference call get go home n nap missin andyr3w alot,hate
omg see sun moon place disprove theory person,happiness
xsaydax boo count,neutral
today suck kisskass19 i12you katey break yah kate break iti12s awful nd vodkas tumblrcomxkx1wgl8r,surprise
wheeeeeeeeler lol awhhk wats da chance holly get den,worry
week lonely without gossip girl xoxo,sadness
wait gg load annoy,hate
senfaye find little late could afford,worry
sleepy tire want go practice,neutral
sweater sandwich hug sound fantastic right,happiness
ftskirstin know know long go forget know stupid worring,worry
bloodyironist suck woot misha,sadness
hot could turn ac try green long stand right little red shiny,worry
simplyvannesa heyy sis one year five months still want walk,worry
mitchelmusso cool could call phone let calll number,hate
isaacnow know twitter come show tomorrow lorraine make,worry
sad day hello jonasbrothers,worry
lizzerdrix hate cottage cheese even get fancy stuff last weekend lemon berry could eat half,sadness
alejandro_jg hahaha owe anything owe red lol te amo idiot hahaha te veo ahasta el lunes,love
class right one week school,neutral
work tonight get paycheck,sadness
tire today think go take nap friends come tonight miss wish restriction already,neutral
tutugirl1345 could say leave vt blackberryless since tuesday night lose,worry
bmoney389 lmao camp water shower well water smelt nasty,worry
apologies impersonal ff swamp today great people great follow though go wrong folks,neutral
unclerush unfair want watch come message say video currently available country,sadness
awww lose follower fail,worry
science class right urgh stupid project want go track school tire lol,sadness
tommcfly believe guy go stay one day rio de janeiro,surprise
maybe go see four movies matinee week go 4pm night shift week come,neutral
tommcfly hate feel like,sadness
james_young iv get two twitter,neutral
aonir awww sad download copy,sadness
